Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
02-09-2025;00:00:00;02-09-2025;00:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,065;kWh;Uitgelezen;
02-09-2025;00:00:00;02-09-2025;00:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;00:15:00;02-09-2025;00:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,062;kWh;Uitgelezen;
02-09-2025;00:15:00;02-09-2025;00:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;00:30:00;02-09-2025;00:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,070;kWh;Uitgelezen;
02-09-2025;00:30:00;02-09-2025;00:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;00:45:00;02-09-2025;01:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,076;kWh;Uitgelezen;
02-09-2025;00:45:00;02-09-2025;01:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;01:00:00;02-09-2025;01:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,064;kWh;Uitgelezen;
02-09-2025;01:00:00;02-09-2025;01:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;01:15:00;02-09-2025;01:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,074;kWh;Uitgelezen;
02-09-2025;01:15:00;02-09-2025;01:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;01:30:00;02-09-2025;01:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,060;kWh;Uitgelezen;
02-09-2025;01:30:00;02-09-2025;01:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;01:45:00;02-09-2025;02:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,050;kWh;Uitgelezen;
02-09-2025;01:45:00;02-09-2025;02:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;02:00:00;02-09-2025;02:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,059;kWh;Uitgelezen;
02-09-2025;02:00:00;02-09-2025;02:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;02:15:00;02-09-2025;02:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,063;kWh;Uitgelezen;
02-09-2025;02:15:00;02-09-2025;02:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;02:30:00;02-09-2025;02:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,053;kWh;Uitgelezen;
02-09-2025;02:30:00;02-09-2025;02:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;02:45:00;02-09-2025;03:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,058;kWh;Uitgelezen;
02-09-2025;02:45:00;02-09-2025;03:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;03:00:00;02-09-2025;03:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,053;kWh;Uitgelezen;
02-09-2025;03:00:00;02-09-2025;03:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;03:15:00;02-09-2025;03:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,071;kWh;Uitgelezen;
02-09-2025;03:15:00;02-09-2025;03:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;03:30:00;02-09-2025;03:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,076;kWh;Uitgelezen;
02-09-2025;03:30:00;02-09-2025;03:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;03:45:00;02-09-2025;04:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,065;kWh;Uitgelezen;
02-09-2025;03:45:00;02-09-2025;04:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;04:00:00;02-09-2025;04:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,066;kWh;Uitgelezen;
02-09-2025;04:00:00;02-09-2025;04:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;04:15:00;02-09-2025;04:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,065;kWh;Uitgelezen;
02-09-2025;04:15:00;02-09-2025;04:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;04:30:00;02-09-2025;04:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,051;kWh;Uitgelezen;
02-09-2025;04:30:00;02-09-2025;04:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;04:45:00;02-09-2025;05:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,059;kWh;Uitgelezen;
02-09-2025;04:45:00;02-09-2025;05:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;05:00:00;02-09-2025;05:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,054;kWh;Uitgelezen;
02-09-2025;05:00:00;02-09-2025;05:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;05:15:00;02-09-2025;05:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,063;kWh;Uitgelezen;
02-09-2025;05:15:00;02-09-2025;05:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;05:30:00;02-09-2025;05:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,058;kWh;Uitgelezen;
02-09-2025;05:30:00;02-09-2025;05:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;05:45:00;02-09-2025;06:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,049;kWh;Uitgelezen;
02-09-2025;05:45:00;02-09-2025;06:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;06:00:00;02-09-2025;06:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,068;kWh;Uitgelezen;
02-09-2025;06:00:00;02-09-2025;06:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;06:15:00;02-09-2025;06:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,077;kWh;Uitgelezen;
02-09-2025;06:15:00;02-09-2025;06:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;06:30:00;02-09-2025;06:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,069;kWh;Uitgelezen;
02-09-2025;06:30:00;02-09-2025;06:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;06:45:00;02-09-2025;07:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,071;kWh;Uitgelezen;
02-09-2025;06:45:00;02-09-2025;07:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;07:00:00;02-09-2025;07:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,056;kWh;Uitgelezen;
02-09-2025;07:00:00;02-09-2025;07:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;07:15:00;02-09-2025;07:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,053;kWh;Uitgelezen;
02-09-2025;07:15:00;02-09-2025;07:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;07:30:00;02-09-2025;07:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,038;kWh;Uitgelezen;
02-09-2025;07:30:00;02-09-2025;07:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;07:45:00;02-09-2025;08:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,031;kWh;Uitgelezen;
02-09-2025;07:45:00;02-09-2025;08:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;08:00:00;02-09-2025;08:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,048;kWh;Uitgelezen;
02-09-2025;08:00:00;02-09-2025;08:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;08:15:00;02-09-2025;08:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,047;kWh;Uitgelezen;
02-09-2025;08:15:00;02-09-2025;08:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;08:30:00;02-09-2025;08:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,037;kWh;Uitgelezen;
02-09-2025;08:30:00;02-09-2025;08:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;08:45:00;02-09-2025;09:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,047;kWh;Uitgelezen;
02-09-2025;08:45:00;02-09-2025;09:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;09:00:00;02-09-2025;09:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,326;kWh;Uitgelezen;
02-09-2025;09:00:00;02-09-2025;09:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;09:15:00;02-09-2025;09:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,204;kWh;Uitgelezen;
02-09-2025;09:15:00;02-09-2025;09:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;09:30:00;02-09-2025;09:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,026;kWh;Uitgelezen;
02-09-2025;09:30:00;02-09-2025;09:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;09:45:00;02-09-2025;10:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,007;kWh;Uitgelezen;
02-09-2025;09:45:00;02-09-2025;10:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;10:00:00;02-09-2025;10:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,006;kWh;Uitgelezen;
02-09-2025;10:00:00;02-09-2025;10:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,003;kWh;Uitgelezen;
02-09-2025;10:15:00;02-09-2025;10:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,001;kWh;Uitgelezen;
02-09-2025;10:15:00;02-09-2025;10:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,028;kWh;Uitgelezen;
02-09-2025;10:30:00;02-09-2025;10:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
02-09-2025;10:30:00;02-09-2025;10:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,092;kWh;Uitgelezen;
02-09-2025;10:45:00;02-09-2025;11:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,143;kWh;Uitgelezen;
02-09-2025;10:45:00;02-09-2025;11:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,104;kWh;Uitgelezen;
02-09-2025;11:00:00;02-09-2025;11:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,058;kWh;Uitgelezen;
02-09-2025;11:00:00;02-09-2025;11:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,147;kWh;Uitgelezen;
02-09-2025;11:15:00;02-09-2025;11:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
02-09-2025;11:15:00;02-09-2025;11:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,167;kWh;Uitgelezen;
02-09-2025;11:30:00;02-09-2025;11:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
02-09-2025;11:30:00;02-09-2025;11:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,094;kWh;Uitgelezen;
02-09-2025;11:45:00;02-09-2025;12:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
02-09-2025;11:45:00;02-09-2025;12:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,255;kWh;Uitgelezen;
02-09-2025;12:00:00;02-09-2025;12:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,001;kWh;Uitgelezen;
02-09-2025;12:00:00;02-09-2025;12:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,209;kWh;Uitgelezen;
02-09-2025;12:15:00;02-09-2025;12:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
02-09-2025;12:15:00;02-09-2025;12:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,327;kWh;Uitgelezen;
02-09-2025;12:30:00;02-09-2025;12:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
02-09-2025;12:30:00;02-09-2025;12:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,987;kWh;Uitgelezen;
02-09-2025;12:45:00;02-09-2025;13:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
02-09-2025;12:45:00;02-09-2025;13:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,570;kWh;Uitgelezen;
02-09-2025;13:00:00;02-09-2025;13:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
02-09-2025;13:00:00;02-09-2025;13:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,400;kWh;Uitgelezen;
02-09-2025;13:15:00;02-09-2025;13:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
02-09-2025;13:15:00;02-09-2025;13:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;1,517;kWh;Uitgelezen;
02-09-2025;13:30:00;02-09-2025;13:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
02-09-2025;13:30:00;02-09-2025;13:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;1,038;kWh;Uitgelezen;
02-09-2025;13:45:00;02-09-2025;14:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,030;kWh;Uitgelezen;
02-09-2025;13:45:00;02-09-2025;14:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,706;kWh;Uitgelezen;
02-09-2025;14:00:00;02-09-2025;14:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,117;kWh;Uitgelezen;
02-09-2025;14:00:00;02-09-2025;14:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,543;kWh;Uitgelezen;
02-09-2025;14:15:00;02-09-2025;14:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
02-09-2025;14:15:00;02-09-2025;14:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;1,145;kWh;Uitgelezen;
02-09-2025;14:30:00;02-09-2025;14:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
02-09-2025;14:30:00;02-09-2025;14:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,901;kWh;Uitgelezen;
02-09-2025;14:45:00;02-09-2025;15:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
02-09-2025;14:45:00;02-09-2025;15:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;1,237;kWh;Uitgelezen;
02-09-2025;15:00:00;02-09-2025;15:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
02-09-2025;15:00:00;02-09-2025;15:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,704;kWh;Uitgelezen;
02-09-2025;15:15:00;02-09-2025;15:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
02-09-2025;15:15:00;02-09-2025;15:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,964;kWh;Uitgelezen;
02-09-2025;15:30:00;02-09-2025;15:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,015;kWh;Uitgelezen;
02-09-2025;15:30:00;02-09-2025;15:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,704;kWh;Uitgelezen;
02-09-2025;15:45:00;02-09-2025;16:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,051;kWh;Uitgelezen;
02-09-2025;15:45:00;02-09-2025;16:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,636;kWh;Uitgelezen;
02-09-2025;16:00:00;02-09-2025;16:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,021;kWh;Uitgelezen;
02-09-2025;16:00:00;02-09-2025;16:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,202;kWh;Uitgelezen;
02-09-2025;16:15:00;02-09-2025;16:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,009;kWh;Uitgelezen;
02-09-2025;16:15:00;02-09-2025;16:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,200;kWh;Uitgelezen;
02-09-2025;16:30:00;02-09-2025;16:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,002;kWh;Uitgelezen;
02-09-2025;16:30:00;02-09-2025;16:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,042;kWh;Uitgelezen;
02-09-2025;16:45:00;02-09-2025;17:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
02-09-2025;16:45:00;02-09-2025;17:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,123;kWh;Uitgelezen;
02-09-2025;17:00:00;02-09-2025;17:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,002;kWh;Uitgelezen;
02-09-2025;17:00:00;02-09-2025;17:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,042;kWh;Uitgelezen;
02-09-2025;17:15:00;02-09-2025;17:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
02-09-2025;17:15:00;02-09-2025;17:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,254;kWh;Uitgelezen;
02-09-2025;17:30:00;02-09-2025;17:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
02-09-2025;17:30:00;02-09-2025;17:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,090;kWh;Uitgelezen;
02-09-2025;17:45:00;02-09-2025;18:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
02-09-2025;17:45:00;02-09-2025;18:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,028;kWh;Uitgelezen;
02-09-2025;18:00:00;02-09-2025;18:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;
02-09-2025;18:00:00;02-09-2025;18:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,058;kWh;Uitgelezen;
02-09-2025;18:15:00;02-09-2025;18:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,002;kWh;Uitgelezen;
02-09-2025;18:15:00;02-09-2025;18:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,004;kWh;Uitgelezen;
02-09-2025;18:30:00;02-09-2025;18:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,029;kWh;Uitgelezen;
02-09-2025;18:30:00;02-09-2025;18:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;18:45:00;02-09-2025;19:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,064;kWh;Uitgelezen;
02-09-2025;18:45:00;02-09-2025;19:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;19:00:00;02-09-2025;19:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,178;kWh;Uitgelezen;
02-09-2025;19:00:00;02-09-2025;19:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;19:15:00;02-09-2025;19:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,777;kWh;Uitgelezen;
02-09-2025;19:15:00;02-09-2025;19:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;19:30:00;02-09-2025;19:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,409;kWh;Uitgelezen;
02-09-2025;19:30:00;02-09-2025;19:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;19:45:00;02-09-2025;20:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,126;kWh;Uitgelezen;
02-09-2025;19:45:00;02-09-2025;20:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;20:00:00;02-09-2025;20:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,127;kWh;Uitgelezen;
02-09-2025;20:00:00;02-09-2025;20:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;20:15:00;02-09-2025;20:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,124;kWh;Uitgelezen;
02-09-2025;20:15:00;02-09-2025;20:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;20:30:00;02-09-2025;20:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,110;kWh;Uitgelezen;
02-09-2025;20:30:00;02-09-2025;20:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;20:45:00;02-09-2025;21:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,100;kWh;Uitgelezen;
02-09-2025;20:45:00;02-09-2025;21:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;21:00:00;02-09-2025;21:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,084;kWh;Uitgelezen;
02-09-2025;21:00:00;02-09-2025;21:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;21:15:00;02-09-2025;21:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,051;kWh;Uitgelezen;
02-09-2025;21:15:00;02-09-2025;21:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;21:30:00;02-09-2025;21:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,066;kWh;Uitgelezen;
02-09-2025;21:30:00;02-09-2025;21:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;21:45:00;02-09-2025;22:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Dag;0,053;kWh;Uitgelezen;
02-09-2025;21:45:00;02-09-2025;22:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;
02-09-2025;22:00:00;02-09-2025;22:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,066;kWh;Uitgelezen;
02-09-2025;22:00:00;02-09-2025;22:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;22:15:00;02-09-2025;22:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,073;kWh;Uitgelezen;
02-09-2025;22:15:00;02-09-2025;22:30:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;22:30:00;02-09-2025;22:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,076;kWh;Uitgelezen;
02-09-2025;22:30:00;02-09-2025;22:45:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;22:45:00;02-09-2025;23:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,067;kWh;Uitgelezen;
02-09-2025;22:45:00;02-09-2025;23:00:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
02-09-2025;23:00:00;02-09-2025;23:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Afname Nacht;0,053;kWh;Uitgelezen;
02-09-2025;23:00:00;02-09-2025;23:15:00;="541448820050357909";1SAG3200193141;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
